CYRS,REGr,Value
2012,xwf,52.6744732
2012,xws,90.014766
2012,zaf,52.9671614
2012,zmb,14.530238
2012,zwe,13.25432
2013,alb,2.8982524
2013,are,8.6999692
2013,arg,42.1824834
2013,arm,2.913218
2013,aus,22.9276488
2013,aut,8.4911558
2013,aze,9.5538394
2013,bel,11.0643648
2013,ben,10.1859482
2013,bfa,17.4176286
2013,bgd,153.1448188
2013,bgr,7.451045
2013,bhr,1.2884338
2013,blr,9.7159382
2013,bol,10.6570236
2013,bra,200.773986
2013,brn,0.4087258
2013,bwa,2.1973678
2013,can,34.850604
2013,che,8.0526764
2013,chl,17.4354398
2013,chn,1371.3557642
2013,civ,22.3336662
2013,cmr,21.4353572
2013,col,45.9626636
2013,cri,4.7593362
2013,cyp,1.1573612
2013,cze,10.489985
2013,deu,81.693927
2013,dnk,5.6136586
2013,dom,10.0912368
2013,ecu,15.5916954
2013,egy,92.5408158
2013,esp,46.4551902
2013,est,1.321317
2013,eth,95.8462696
2013,fin,5.4235654
2013,fra,64.8346188
2013,gbr,64.004506
2013,geo,3.8005164
2013,gha,27.225011
2013,gin,10.9427876
2013,grc,10.920208
2013,gtm,15.2750026
2013,hkg,7.2728088
2013,hnd,8.8726408
2013,hrv,4.3130338
2013,hun,9.9145594
2013,idn,251.6119122
2013,ind,1281.8958292
2013,irl,4.590696
2013,irn,78.4629618
2013,isr,7.6650442
2013,ita,60.0570164
2013,jam,2.7650964
2013,jor,8.227184
2013,jpn,127.6733276
2013,kaz,17.2329998
2013,ken,44.1876412
2013,kgz,5.6993674
2013,khm,14.8931354
2013,kor,49.9472988
2013,kwt,3.3975268
2013,lao,6.5525642
2013,lka,21.0050856
2013,ltu,3.0512586
2013,lux,0.5385054
2013,lva,2.0464536
2013,mar,33.5802424
2013,mdg,23.2878462
2013,mex,116.376885
2013,mlt,0.4374542
2013,mng,2.8334526
2013,moz,24.957323
2013,mus,1.2883688
2013,mwi,15.8268142
2013,mys,29.9008282
2013,nam,2.1908372
2013,nga,172.5148782
2013,nic,6.0771606
2013,nld,16.8300908
2013,nor,5.043249
2013,npl,27.348624
2013,nzl,4.4615322
2013,omn,3.53961
2013,pak,202.7091422
2013,pan,3.7901664
2013,per,29.9574044
2013,phl,98.7900596
2013,pol,38.5763224
2013,pri,3.6092352
2013,prt,10.4680388
2013,pry,5.973219
2013,qat,2.0581044
2013,rou,20.1369368
2013,rus,143.9568706
2013,rwa,10.9724094
2013,sau,31.0688524
2013,sen,13.4409556
2013,sgp,5.40763
2013,slv,6.1737368
2013,svk,5.4107104
2013,svn,2.066219
2013,swe,9.6147792
2013,tgo,7.0215638
2013,tha,69.3059402
2013,tto,1.4355672
2013,tun,11.2311454
2013,tur,76.4611686
2013,twn,23.3065166
2013,tza,48.754916
2013,uga,34.8845618
2013,ukr,45.3412884
2013,ury,3.3774948
2013,usa,317.9628132
2013,ven,29.6289412
2013,vnm,89.808191
2013,xac,98.258069
2013,xca,0.3410476
2013,xcb,23.0490764
2013,xcf,25.7819036
2013,xea,25.5557502
2013,xec,74.440927
2013,xee,3.47081
2013,xef,0.324781
2013,xer,13.9875086
2013,xna,0.127437671025594
2013,xnf,44.4072256
2013,xoc,11.134874
2013,xsa,32.2601752
2013,xsc,3.1869148
2013,xse,51.595514
2013,xsm,1.5553106
2013,xsu,43.3626194
2013,xtw,0.00260200002230704
2013,xwf,54.3792598
2013,xws,91.940719
2013,zaf,53.7179666
2013,zmb,15.017257
2013,zwe,13.504976
2014,alb,2.8907042
2014,are,8.7886286
2014,arg,42.6123852
2014,arm,2.899088
2014,aus,23.2845434
2014,aut,8.5378824
2014,aze,9.6791862
2014,bel,11.1394754
2014,ben,10.4788026
2014,bfa,17.9301638
2014,bgd,155.0305714
2014,bgr,7.396214
2014,bhr,1.3133644
2014,blr,9.7062196
2014,bol,10.8303518
2014,bra,202.554398
2014,brn,0.4139094
2014,bwa,2.2398024
2014,can,35.206458
2014,che,8.1447982
2014,chl,17.6072324
2014,chn,1380.5751596
2014,civ,22.8127436
2014,cmr,22.0489066
2014,col,46.4287058
2014,cri,4.8146646
2014,cyp,1.1697186
2014,cze,10.505827
2014,deu,81.830759
2014,dnk,5.6388558
2014,dom,10.2177814
2014,ecu,15.8335962
2014,egy,94.6081084
2014,esp,46.4441436
2014,est,1.317286
2014,eth,98.4717268
2014,fin,5.4476322
2014,fra,65.1274774
2014,gbr,64.506297
2014,geo,3.7860742
2014,gha,27.87843
2014,gin,11.2090768
2014,grc,10.878312
2014,gtm,15.5669038
2014,hkg,7.3254474
2014,hnd,9.0419544
2014,hrv,4.2919944
2014,hun,9.8857402
2014,idn,254.6497076
2014,ind,1298.4993096
2014,irl,4.616149
2014,irn,79.6727264
2014,isr,7.7991876
2014,ita,60.1773772
2014,jam,2.7773742
2014,jor,8.688844
2014,jpn,127.5206368
2014,kaz,17.4743004
2014,ken,45.2668166
2014,kgz,5.7816092
2014,khm,15.1045632
2014,kor,50.3675704
2014,kwt,3.5740594
2014,lao,6.6444766
2014,lka,21.1479318
2014,ltu,3.0151758
2014,lux,0.5506122
2014,lva,2.0238708
2014,mar,34.0239052
2014,mdg,23.9094646
2014,mex,117.924594
2014,mlt,0.4443486
2014,mng,2.8831568
2014,moz,25.696196
2014,mus,1.2905844
2014,mwi,16.2669046
2014,mys,30.3715636
2014,nam,2.2267296
2014,nga,177.1087696
2014,nic,6.1653138
2014,nld,16.9149264
2014,nor,5.104765
2014,npl,27.433047
2014,nzl,4.5067866
2014,omn,3.812409
2014,pak,206.1840546
2014,pan,3.8564152
2014,per,30.2390492
2014,phl,100.4577868
2014,pol,38.5751682
2014,pri,3.5691286
2014,prt,10.4251204
2014,pry,6.053527
2014,qat,2.1864012
2014,rou,20.0481434
2014,rus,144.1993668
2014,rwa,11.2381582
2014,sau,31.7553692
2014,sen,13.8012338
2014,sgp,5.511496
2014,slv,6.1974924
2014,svk,5.4164152
2014,svn,2.071195
2014,swe,9.7065276
2014,tgo,7.2007494
2014,tha,69.7238066
2014,tto,1.4455336
2014,tun,11.3622732
2014,tur,77.7137338
2014,twn,23.3870508
2014,tza,50.181665
2014,uga,35.8891764
2014,ukr,45.1956902
2014,ury,3.3872304
2014,usa,320.6557296
2014,ven,29.9977716
2014,vnm,90.762601
2014,xac,101.603955
2014,xca,0.3485918
2014,xcb,23.2042132
2014,xcf,26.5094128
2014,xea,25.6780866
2014,xec,76.377001
2014,xee,3.388318
2014,xef,0.327066
2014,xer,13.9040638
2014,xna,0.127431005239487
2014,xnf,45.0929108
2014,xoc,11.389128
2014,xsa,33.3935686
2014,xsc,3.2114824
2014,xse,52.036112
2014,xsm,1.5675208
2014,xsu,44.0976302
2014,xtw,0.00260200002230704
2014,xwf,56.0840464
2014,xws,93.866672
2014,zaf,54.4687718
2014,zmb,15.504276
2014,zwe,13.755632
2015,alb,2.883156
2015,are,8.877288
2015,arg,43.042287
2015,arm,2.884958
2015,aus,23.641438
2015,aut,8.584609
2015,aze,9.804533
2015,bel,11.214586
2015,ben,10.771657
2015,bfa,18.442699
2015,bgd,156.916324
2015,bgr,7.341383
2015,bhr,1.338295
2015,blr,9.696501
2015,bol,11.00368
2015,bra,204.33481
2015,brn,0.419093
2015,bwa,2.282237
2015,can,35.562312
2015,che,8.23692
2015,chl,17.779025
2015,chn,1389.794555
2015,civ,23.291821
2015,cmr,22.662456
2015,col,46.894748
2015,cri,4.869993
2015,cyp,1.182076
2015,cze,10.521669
2015,deu,81.967591
2015,dnk,5.664053
2015,dom,10.344326
2015,ecu,16.075497
2015,egy,96.675401
2015,esp,46.433097
2015,est,1.313255
2015,eth,101.097184
2015,fin,5.471699
2015,fra,65.420336
2015,gbr,65.008088
2015,geo,3.771632
2015,gha,28.531849
2015,gin,11.475366
2015,grc,10.836416
2015,gtm,15.858805
2015,hkg,7.378086
2015,hnd,9.211268
2015,hrv,4.270955
2015,hun,9.856921
2015,idn,257.687503
2015,ind,1315.10279
2015,irl,4.641602
2015,irn,80.882491
2015,isr,7.933331
2015,ita,60.297738
2015,jam,2.789652
2015,jor,9.150504
2015,jpn,127.367946
2015,kaz,17.715601
2015,ken,46.345992
2015,kgz,5.863851
2015,khm,15.315991
2015,kor,50.787842
2015,kwt,3.750592
2015,lao,6.736389
2015,lka,21.290778
2015,ltu,2.979093
2015,lux,0.562719
2015,lva,2.001288
2015,mar,34.467568
2015,mdg,24.531083
2015,mex,119.472303
2015,mlt,0.451243
2015,mng,2.932861
2015,moz,26.435069
2015,mus,1.2928
2015,mwi,16.706995
2015,mys,30.842299
2015,nam,2.262622
2015,nga,181.702661
2015,nic,6.253467
2015,nld,16.999762
2015,nor,5.166281
2015,npl,27.51747
2015,nzl,4.552041
2015,omn,4.085208
2015,pak,209.658967
2015,pan,3.922664
2015,per,30.520694
2015,phl,102.125514
2015,pol,38.574014
2015,pri,3.529022
2015,prt,10.382202
2015,pry,6.133835
2015,qat,2.314698
2015,rou,19.95935
2015,rus,144.441863
2015,rwa,11.503907
2015,sau,32.441886
2015,sen,14.161512
2015,sgp,5.615362
2015,slv,6.221248
2015,svk,5.42212
2015,svn,2.076171
2015,swe,9.798276
2015,tgo,7.379935
2015,tha,70.141673
2015,tto,1.4555
2015,tun,11.493401
2015,tur,78.966299
2015,twn,23.467585
2015,tza,51.608414
2015,uga,36.893791
2015,ukr,45.050092
2015,ury,3.396966
2015,usa,323.348646
2015,ven,30.366602
2015,vnm,91.717011
2015,xac,104.949841
2015,xca,0.356136
2015,xcb,23.35935
2015,xcf,27.236922
2015,xea,25.800423
2015,xec,78.313075
2015,xee,3.305826
2015,xef,0.329351
2015,xer,13.820619
2015,xna,0.127069001396497
2015,xnf,45.778596
2015,xoc,11.643382
2015,xsa,34.526962
2015,xsc,3.23605
2015,xse,52.47671
2015,xsm,1.579731
2015,xsu,44.832641
2015,xtw,0.00260200002230704
2015,xwf,57.788833
2015,xws,95.792625
2015,zaf,55.219577
2015,zmb,15.991295
2015,zwe,14.006288
2016,alb,2.8809508
2016,are,8.9513412
2016,arg,43.4155178
2016,arm,2.8704652
2016,aus,24.021987
2016,aut,8.6479072
2016,aze,9.8983318
2016,bel,11.2799228
2016,ben,11.11069
2016,bfa,19.0005372
2016,bgd,158.8184574
2016,bgr,7.2771542
2016,bhr,1.369443
2016,blr,9.6894086
2016,bol,11.1754144
2016,bra,205.9808356
2016,brn,0.4232532
2016,bwa,2.3304998
2016,can,36.0014968
2016,che,8.3108212
2016,chl,18.0645584
2016,chn,1396.6352474
2016,civ,23.9289712
2016,cmr,23.3573892
2016,col,47.6392036
2016,cri,4.9170666
2016,cyp,1.1924162
2016,cze,10.5249168
2016,deu,82.2276032
2016,dnk,5.6933966
2016,dom,10.463329
2016,ecu,16.3578292
2016,egy,98.6480642
2016,esp,46.6124686
2016,est,1.3164222
2016,eth,104.005418
2016,fin,5.4824018
2016,fra,65.5717324
2016,gbr,65.3967048
2016,geo,3.7711422
2016,gha,29.1953286
2016,gin,11.7886108
2016,grc,10.7778018
2016,gtm,16.133279
2016,hkg,7.4028504
2016,hnd,9.377371
2016,hrv,4.2396928
2016,hun,9.8395614
2016,idn,260.3151716
2016,ind,1330.0755108
2016,irl,4.6982968
2016,irn,82.104025
2016,isr,8.0837838
2016,ita,60.16617
2016,jam,2.7946168
2016,jor,9.4838196
2016,jpn,127.0029104
2016,kaz,17.9446922
2016,ken,47.3688368
2016,kgz,5.9655474
2016,khm,15.5120474
2016,kor,51.0018986
2016,kwt,3.8941458
2016,lao,6.842241
2016,lka,21.369254
2016,ltu,2.9504548
2016,lux,0.5753896
2016,lva,1.9824786
2016,mar,34.8718226
2016,mdg,25.2006922
2016,mex,120.6999352
2016,mlt,0.4629116
2016,mng,2.9995808
2016,moz,27.2922054
2016,mus,1.2936342
2016,mwi,17.1897738
2016,mys,31.2745658
2016,nam,2.3035132
2016,nga,186.5182488
2016,nic,6.3447144
2016,nld,17.0802654
2016,nor,5.2066144
2016,npl,27.8138206
2016,nzl,4.6469298
2016,omn,4.1859934
2016,pak,212.7497454
2016,pan,3.9912396
2016,per,31.0346102
2016,phl,103.957936
2016,pol,38.5548034
2016,pri,3.4792614
2016,prt,10.3654418
2016,pry,6.2216752
2016,qat,2.4174842
2016,rou,19.865425
2016,rus,144.7058226
2016,rwa,11.8005914
2016,sau,33.1995026
2016,sen,14.5723032
2016,sgp,5.6709938
2016,slv,6.2331816
2016,svk,5.4292044
2016,svn,2.084188
2016,swe,9.9029036
2016,tgo,7.5723948
2016,tha,70.391213
2016,tto,1.4671802
2016,tun,11.6159698
2016,tur,79.9353746
2016,twn,23.534247
2016,tza,53.4411246
2016,uga,38.2522052
2016,ukr,44.8582132
2016,ury,3.4032262
2016,usa,325.756564
2016,ven,30.0190474
2016,vnm,92.614327
2016,xac,108.8060642
2016,xca,0.3633936
2016,xcb,23.5124594
2016,xcf,28.0593536
2016,xea,25.9369894
2016,xec,80.3524484
2016,xee,3.2636652
2016,xef,0.3363468
2016,xer,13.750286
2016,xna,0.126706997553507
2016,xnf,46.6737274
2016,xoc,12.1358408
2016,xsa,35.5429514
2016,xsc,3.2716048
2016,xse,52.8849122
2016,xsm,1.600478
2016,xsu,45.6442424
2016,xtw,0.00260200002230704
2016,xwf,59.730681
2016,xws,97.6566274
2016,zaf,55.8688908
2016,zmb,16.5240194
2016,zwe,14.3060742
2017,alb,2.8787456
2017,are,9.0253944
2017,arg,43.7887486
2017,arm,2.8559724
2017,aus,24.402536
2017,aut,8.7112054
2017,aze,9.9921306
2017,bel,11.3452596
2017,ben,11.449723
2017,bfa,19.5583754
2017,bgd,160.7205908
2017,bgr,7.2129254
2017,bhr,1.400591
2017,blr,9.6823162
2017,bol,11.3471488
2017,bra,207.6268612
2017,brn,0.4274134
2017,bwa,2.3787626
2017,can,36.4406816
2017,che,8.3847224
2017,chl,18.3500918
2017,chn,1403.4759398
2017,civ,24.5661214
2017,cmr,24.0523224
2017,col,48.3836592
2017,cri,4.9641402
2017,cyp,1.2027564
2017,cze,10.5281646
2017,deu,82.4876154
2017,dnk,5.7227402
2017,dom,10.582332
2017,ecu,16.6401614
2017,egy,100.6207274
2017,esp,46.7918402
2017,est,1.3195894
2017,eth,106.913652
2017,fin,5.4931046
2017,fra,65.7231288
2017,gbr,65.7853216
2017,geo,3.7706524
2017,gha,29.8588082
2017,gin,12.1018556
2017,grc,10.7191876
2017,gtm,16.407753
2017,hkg,7.4276148
2017,hnd,9.543474
2017,hrv,4.2084306
2017,hun,9.8222018
2017,idn,262.9428402
2017,ind,1345.0482316
2017,irl,4.7549916
2017,irn,83.325559
2017,isr,8.2342366
2017,ita,60.034602
2017,jam,2.7995816
2017,jor,9.8171352
2017,jpn,126.6378748
2017,kaz,18.1737834
2017,ken,48.3916816
2017,kgz,6.0672438
2017,khm,15.7081038
2017,kor,51.2159552
2017,kwt,4.0376996
2017,lao,6.948093
2017,lka,21.44773
2017,ltu,2.9218166
2017,lux,0.5880602
2017,lva,1.9636692
2017,mar,35.2760772
2017,mdg,25.8703014
2017,mex,121.9275674
2017,mlt,0.4745802
2017,mng,3.0663006
2017,moz,28.1493418
2017,mus,1.2944684
2017,mwi,17.6725526
2017,mys,31.7068326
2017,nam,2.3444044
2017,nga,191.3338366
2017,nic,6.4359618
2017,nld,17.1607688
2017,nor,5.2469478
2017,npl,28.1101712
2017,nzl,4.7418186
2017,omn,4.2867788
2017,pak,215.8405238
2017,pan,4.0598152
2017,per,31.5485264
2017,phl,105.790358
2017,pol,38.5355928
2017,pri,3.4295008
2017,prt,10.3486816
2017,pry,6.3095154
2017,qat,2.5202704
2017,rou,19.7715
2017,rus,144.9697822
2017,rwa,12.0972758
2017,sau,33.9571192
2017,sen,14.9830944
2017,sgp,5.7266256
2017,slv,6.2451152
2017,svk,5.4362888
2017,svn,2.092205
2017,swe,10.0075312
2017,tgo,7.7648546
2017,tha,70.640753
2017,tto,1.4788604
2017,tun,11.7385386
2017,tur,80.9044502
2017,twn,23.600909
2017,tza,55.2738352
2017,uga,39.6106194
2017,ukr,44.6663344
2017,ury,3.4094864
2017,usa,328.164482
2017,ven,29.6714928
2017,vnm,93.511643
2017,xac,112.6622874
2017,xca,0.3706512
2017,xcb,23.6655688
2017,xcf,28.8817852
2017,xea,26.0735558
2017,xec,82.3918218
2017,xee,3.2215044
2017,xef,0.3433426
2017,xer,13.679953
2017,xna,0.126344993710518
2017,xnf,47.5688588
2017,xoc,12.6282996
2017,xsa,36.5589408
2017,xsc,3.3071596
2017,xse,53.2931144
2017,xsm,1.621225
2017,xsu,46.4558438
2017,xtw,0.00260200002230704
2017,xwf,61.672529
2017,xws,99.5206298
2017,zaf,56.5182046
2017,zmb,17.0567438
2017,zwe,14.6058604
2018,alb,2.8765404
2018,are,9.0994476
2018,arg,44.1619794
2018,arm,2.8414796
2018,aus,24.783085
2018,aut,8.77450359999999
2018,aze,10.0859294
2018,bel,11.4105964
2018,ben,11.788756
2018,bfa,20.1162136
2018,bgd,162.6227242
2018,bgr,7.14869660000001
2018,bhr,1.431739
2018,blr,9.6752238
2018,bol,11.5188832
2018,bra,209.2728868
2018,brn,0.4315736
2018,bwa,2.4270254
2018,can,36.8798664
2018,che,8.4586236
2018,chl,18.6356252
2018,chn,1410.3166322
2018,civ,25.2032716
2018,cmr,24.7472556
2018,col,49.1281148
2018,cri,5.0112138
2018,cyp,1.2130966
2018,cze,10.5314124
2018,deu,82.7476276
2018,dnk,5.7520838
2018,dom,10.701335
2018,ecu,16.9224936
2018,egy,102.5933906
2018,esp,46.9712118
2018,est,1.3227566
2018,eth,109.821886
2018,fin,5.5038074
2018,fra,65.8745252
2018,gbr,66.1739384
2018,geo,3.7701626
2018,gha,30.5222878
2018,gin,12.4151004
2018,grc,10.6605734
2018,gtm,16.682227
2018,hkg,7.4523792
2018,hnd,9.709577
2018,hrv,4.1771684
2018,hun,9.80484220000001
2018,idn,265.5705088
2018,ind,1360.0209524
2018,irl,4.8116864
2018,irn,84.547093
2018,isr,8.3846894
2018,ita,59.903034
2018,jam,2.8045464
2018,jor,10.1504508
2018,jpn,126.2728392
2018,kaz,18.4028746
2018,ken,49.4145264
2018,kgz,6.1689402
2018,khm,15.9041602
2018,kor,51.4300118
2018,kwt,4.1812534
2018,lao,7.053945
2018,lka,21.526206
2018,ltu,2.8931784
2018,lux,0.6007308
2018,lva,1.9448598
2018,mar,35.6803318
2018,mdg,26.5399106
2018,mex,123.1551996
2018,mlt,0.4862488
2018,mng,3.1330204
2018,moz,29.0064782
2018,mus,1.2953026
2018,mwi,18.1553314
2018,mys,32.1390994
2018,nam,2.3852956
2018,nga,196.1494244
2018,nic,6.5272092
2018,nld,17.2412722
2018,nor,5.2872812
2018,npl,28.4065218
2018,nzl,4.8367074
2018,omn,4.3875642
2018,pak,218.9313022
2018,pan,4.1283908
2018,per,32.0624426
2018,phl,107.62278
2018,pol,38.5163822
2018,pri,3.3797402
2018,prt,10.3319214
2018,pry,6.3973556
2018,qat,2.6230566
2018,rou,19.677575
2018,rus,145.2337418
2018,rwa,12.3939602
2018,sau,34.7147358
2018,sen,15.3938856
2018,sgp,5.7822574
2018,slv,6.2570488
2018,svk,5.4433732
2018,svn,2.100222
2018,swe,10.1121588
2018,tgo,7.95731440000001
2018,tha,70.890293
2018,tto,1.4905406
2018,tun,11.8611074
2018,tur,81.8735258
2018,twn,23.667571
2018,tza,57.1065458
2018,uga,40.9690336
2018,ukr,44.4744556
2018,ury,3.4157466
2018,usa,330.5724
2018,ven,29.3239382
2018,vnm,94.408959
2018,xac,116.5185106
2018,xca,0.3779088
2018,xcb,23.8186782
2018,xcf,29.7042168
2018,xea,26.2101222
2018,xec,84.4311952
2018,xee,3.1793436
2018,xef,0.3503384
2018,xer,13.60962
2018,xna,0.127766484472187
2018,xnf,48.4639901999999
2018,xoc,13.1207584
2018,xsa,37.5749302
2018,xsc,3.3427144
2018,xse,53.7013166
2018,xsm,1.641972
2018,xsu,47.2674452
2018,xtw,0.00263127477934289
2018,xwf,63.614377
2018,xws,101.3846322
2018,zaf,57.1675184
2018,zmb,17.5894682
2018,zwe,14.9056466
2019,alb,2.8743352
2019,are,9.1735008
2019,arg,44.5352102
2019,arm,2.8269868
2019,aus,25.163634
2019,aut,8.83780179999999
2019,aze,10.1797282
2019,bel,11.4759332
2019,ben,12.127789
2019,bfa,20.6740518
2019,bgd,164.5248576
2019,bgr,7.08446780000001
2019,bhr,1.462887
2019,blr,9.6681314
2019,bol,11.6906176
2019,bra,210.9189124
2019,brn,0.4357338
2019,bwa,2.4752882
2019,can,37.3190512
2019,che,8.5325248
2019,chl,18.9211586
2019,chn,1417.1573246
2019,civ,25.8404218
2019,cmr,25.4421888
2019,col,49.8725704
2019,cri,5.0582874
2019,cyp,1.2234368
2019,cze,10.5346602
2019,deu,83.0076398
2019,dnk,5.7814274
2019,dom,10.820338
2019,ecu,17.2048258
2019,egy,104.5660538
2019,esp,47.1505834
2019,est,1.3259238
2019,eth,112.73012
2019,fin,5.5145102
2019,fra,66.0259216
2019,gbr,66.5625552
2019,geo,3.7696728
2019,gha,31.1857674
2019,gin,12.7283452
