CYRS,REGr,Value
2035,esp,48.092955
2035,est,1.279828
2035,eth,162.798196
2035,fin,5.493576
2035,fra,68.36116
2035,gbr,69.598155
2035,geo,3.315187
2035,gha,42.306971
2035,gin,17.812535
2035,grc,10.07285
2035,gtm,21.288756
2035,hkg,7.531552
2035,hnd,12.279935
2035,hrv,3.722464
2035,hun,9.21786200000001
2035,idn,298.639088
2035,ind,1548.067501
2035,irl,5.419332
2035,irn,96.8870169999999
2035,isr,10.720463
2035,ita,57.526648
2035,jam,2.858815
2035,jor,14.015562
2035,jpn,116.050676
2035,kaz,21.383288
2035,ken,68.057021
2035,kgz,7.815358
2035,khm,18.977511
2035,kor,50.254043
2035,kwt,5.167562
2035,lao,8.60222000000001
2035,lka,22.925748
2035,ltu,2.453832
2035,lux,0.697148999999999
2035,lva,1.644957
2035,mar,41.439919
2035,mdg,38.5838299999999
2035,mex,140.225449
2035,mlt,0.521222
2035,mng,3.933978
2035,moz,44.212085
2035,mus,1.292131
2035,mwi,27.500128
2035,mys,37.751399
2035,nam,3.098197
2035,nga,292.861361
2035,nic,7.91590199999999
2035,nld,17.810057
2035,nor,5.741605
2035,npl,33.01376
2035,nzl,5.44938
2035,omn,5.677236
2035,pak,298.845689
2035,pan,5.034901
2035,per,37.2168439999999
2035,phl,135.867433
2035,pol,37.377688
2035,pri,2.794148
2035,prt,9.95644300000001
2035,pry,7.786269
2035,qat,3.67568
2035,rou,17.702619
2035,rus,141.567717
2035,rwa,17.829131
2035,sau,44.325475
2035,sen,22.977701
2035,sgp,6.443975
2035,slv,6.486691
2035,svk,5.40364700000001
2035,svn,2.088584
2035,swe,10.965475
2035,tgo,11.429377
2035,tha,71.846217
2035,tto,1.528747
2035,tun,13.371357
2035,tur,92.269606
2035,twn,22.543267
2035,tza,90.927331
2035,uga,66.301922
2035,ukr,36.926851
2035,ury,3.38631
2035,usa,357.25619
2035,ven,32.176923
2035,vnm,104.773936
2035,xac,195.039701
2035,xca,0.48236
2035,xcb,26.138622
2035,xcf,47.018805
2035,xea,27.120451
2035,xec,124.060078
2035,xee,2.798786
2035,xef,0.396699999999999
2035,xer,12.60245
2035,xna,0.147542187752747
2035,xnf,61.15715
2035,xoc,17.730591
2035,xsa,58.243823
2035,xsc,3.862914
2035,xse,58.7189729999999
2035,xsm,1.899534
2035,xsu,60.488313
2035,xtw,0.00303854363001894
2035,xwf,103.880791
2035,xws,139.631758
2035,zaf,65.254703
2035,zmb,26.878647
2035,zwe,19.765536
2036,alb,2.5929666
2036,are,10.7900344
2036,arg,48.5158186
2036,arm,2.654761
2036,aus,28.6441192
2036,aut,9.1592604
2036,aze,10.974325
2036,bel,11.9656444
2036,ben,18.5499186
2036,bfa,31.3693548
2036,bgd,190.4705786
2036,bgr,6.13770920000001
2036,bhr,1.877265
2036,blr,9.01894980000001
2036,bol,14.3445316
2036,bra,226.0110958
2036,brn,0.499452199999999
2036,bwa,3.1472726
2036,can,40.3212724
2036,che,9.203963
2036,chl,20.2606082
2036,chn,1394.2253008
2036,civ,37.0020218
2036,cmr,37.4907782
2036,col,55.802725
2036,cri,5.5580952
2036,cyp,1.347713
2036,cze,10.5289322
2036,deu,82.3191992000001
2036,dnk,6.029195
2036,dom,12.5914622
2036,ecu,20.2044902
2036,egy,137.2045082
2036,esp,48.1668376
2036,est,1.2744924
2036,eth,165.957028
2036,fin,5.4902282
2036,fra,68.5231058
2036,gbr,69.7901418
2036,geo,3.2873776
2036,gha,43.0165168
2036,gin,18.1197342
2036,grc,10.0508164
2036,gtm,21.5215516
2036,hkg,7.5247812
2036,hnd,12.3988928
2036,hrv,3.6985678
2036,hun,9.17743360000001
2036,idn,299.8379126
2036,ind,1555.1913952
2036,irl,5.4519244
2036,irn,97.3488699999999
2036,isr,10.859897
2036,ita,57.4116316
2036,jam,2.8565416
2036,jor,14.2132042
2036,jpn,115.3736818
2036,kaz,21.5250088
2036,ken,69.129245
2036,kgz,7.9012098
2036,khm,19.1053506
2036,kor,50.0485392
2036,kwt,5.2039274
2036,lao,8.66601660000001
2036,lka,22.966762
2036,ltu,2.4298738
2036,lux,0.701076999999999
2036,lva,1.629672
2036,mar,41.6604682
2036,mdg,39.2902695999999
2036,mex,141.0003082
2036,mlt,0.5207168
2036,mng,3.9761666
2036,moz,45.1360322
2036,mus,1.289268
2036,mwi,28.0968938
2036,mys,38.002203
2036,nam,3.1368958
2036,nga,299.7187048
2036,nic,7.97358919999999
2036,nld,17.818732
2036,nor,5.7648884
2036,npl,33.1744728
2036,nzl,5.4726452
2036,omn,5.7343938
2036,pak,303.7980512
2036,pan,5.0756012
2036,per,37.4073385999999
2036,phl,137.2657444
2036,pol,37.2161636
2036,pri,2.7646648
2036,prt,9.93593560000001
2036,pry,7.8496344
2036,qat,3.7295976
2036,rou,17.5835444
2036,rus,141.292202
2036,rwa,18.1497904
2036,sau,44.7482744
2036,sen,23.4527724
2036,sgp,6.463632
2036,slv,6.4855646
2036,svk,5.38881800000001
2036,svn,2.0856038
2036,swe,11.0073904
2036,tgo,11.6341164
2036,tha,71.6730608
2036,tto,1.5267
2036,tun,13.419086
2036,tur,92.645039
2036,twn,22.402781
2036,tza,93.1133312
2036,uga,67.920053
2036,ukr,36.8397012
2036,ury,3.3818084
2036,usa,358.6779048
2036,ven,32.366447
2036,vnm,105.0628216
2036,xac,200.3928402
2036,xca,0.4872072
2036,xcb,26.2294666
2036,xcf,48.1754002
2036,xea,27.0642738
2036,xec,126.5038396
2036,xee,2.7758816
2036,xef,0.398407999999999
2036,xer,12.5493756
2036,xna,0.148524418604499
2036,xnf,61.7628274
2036,xoc,17.9441906
2036,xsa,59.5343362
2036,xsc,3.8841226
2036,xse,58.8048381999999
2036,xsm,1.9097316
2036,xsu,61.1638452
2036,xtw,0.00305877209038853
2036,xwf,106.662333
2036,xws,141.9001574
2036,zaf,65.5601292
2036,zmb,27.4368328
2036,zwe,20.0164892
2037,alb,2.5704702
2037,are,10.8618608
2037,arg,48.7115282
2037,arm,2.644002
2037,aus,28.8178304
2037,aut,9.1668478
2037,aze,11.006119
2037,bel,11.9925648
2037,ben,18.9501632
2037,bfa,32.0587606
2037,bgd,191.3933132
2037,bgr,6.09254740000001
2037,bhr,1.898503
2037,blr,8.98918060000001
2037,bol,14.4801632
2037,bra,226.4192696
2037,brn,0.502293399999999
2037,bwa,3.1796622
2037,can,40.4566788
2037,che,9.234498
2037,chl,20.2941814
2037,chn,1389.5945786
2037,civ,37.6375126
2037,cmr,38.1992554
2037,col,56.008327
2037,cri,5.5784444
2037,cyp,1.352871
2037,cze,10.5014934
2037,deu,82.2123584000001
2037,dnk,6.038498
2037,dom,12.6637504
2037,ecu,20.3288084
2037,egy,139.1608114
2037,esp,48.2407202
2037,est,1.2691568
2037,eth,169.11586
2037,fin,5.4868804
2037,fra,68.6850516
2037,gbr,69.9821286
2037,geo,3.2595682
2037,gha,43.7260626
2037,gin,18.4269334
2037,grc,10.0287828
2037,gtm,21.7543472
2037,hkg,7.5180104
2037,hnd,12.5178506
2037,hrv,3.6746716
2037,hun,9.13700520000001
2037,idn,301.0367372
2037,ind,1562.3152894
2037,irl,5.4845168
2037,irn,97.8107229999999
2037,isr,10.999331
2037,ita,57.2966152
2037,jam,2.8542682
2037,jor,14.4108464
2037,jpn,114.6966876
2037,kaz,21.6667296
2037,ken,70.201469
2037,kgz,7.9870616
2037,khm,19.2331902
2037,kor,49.8430354
2037,kwt,5.2402928
2037,lao,8.72981320000001
2037,lka,23.007776
2037,ltu,2.4059156
2037,lux,0.705004999999999
2037,lva,1.614387
2037,mar,41.8810174
2037,mdg,39.9967091999999
2037,mex,141.7751674
2037,mlt,0.5202116
2037,mng,4.0183552
2037,moz,46.0599794
2037,mus,1.286405
2037,mwi,28.6936596
2037,mys,38.253007
2037,nam,3.1755946
2037,nga,306.5760486
2037,nic,8.03127639999999
2037,nld,17.827407
2037,nor,5.7881718
2037,npl,33.3351856
2037,nzl,5.4959104
2037,omn,5.7915516
2037,pak,308.7504134
2037,pan,5.1163014
2037,per,37.5978332
2037,phl,138.6640558
2037,pol,37.0546392
2037,pri,2.7351816
2037,prt,9.91542820000001
2037,pry,7.9129998
2037,qat,3.7835152
2037,rou,17.4644698
2037,rus,141.016687
2037,rwa,18.4704498
2037,sau,45.1710738
2037,sen,23.9278438
2037,sgp,6.483289
2037,slv,6.4844382
2037,svk,5.37398900000001
2037,svn,2.0826236
2037,swe,11.0493058
2037,tgo,11.8388558
2037,tha,71.4999046
2037,tto,1.524653
2037,tun,13.466815
2037,tur,93.020472
2037,twn,22.262295
2037,tza,95.2993314
2037,uga,69.538184
2037,ukr,36.7525514
2037,ury,3.3773068
2037,usa,360.0996196
2037,ven,32.555971
2037,vnm,105.3517072
2037,xac,205.7459794
2037,xca,0.4920544
2037,xcb,26.3203112
2037,xcf,49.3319954
2037,xea,27.0080966
2037,xec,128.9476012
2037,xee,2.7529772
2037,xef,0.400116
2037,xer,12.4963012
2037,xna,0.149506649456251
2037,xnf,62.3685048
2037,xoc,18.1577902
2037,xsa,60.8248494
2037,xsc,3.9053312
2037,xse,58.8907033999999
2037,xsm,1.9199292
2037,xsu,61.8393774
2037,xtw,0.00307900055075813
2037,xwf,109.443875
2037,xws,144.1685568
2037,zaf,65.8655554
2037,zmb,27.9950186
2037,zwe,20.2674424
2038,alb,2.5479738
2038,are,10.9336872
2038,arg,48.9072378
2038,arm,2.633243
2038,aus,28.9915416
2038,aut,9.1744352
2038,aze,11.037913
2038,bel,12.0194852
2038,ben,19.3504078
2038,bfa,32.7481664
2038,bgd,192.3160478
2038,bgr,6.0473856
2038,bhr,1.919741
2038,blr,8.9594114
2038,bol,14.6157948
2038,bra,226.8274434
2038,brn,0.5051346
2038,bwa,3.2120518
2038,can,40.5920852
2038,che,9.26503300000001
2038,chl,20.3277546
2038,chn,1384.9638564
2038,civ,38.2730034
2038,cmr,38.9077325999999
2038,col,56.213929
2038,cri,5.5987936
2038,cyp,1.358029
2038,cze,10.4740546
2038,deu,82.1055176000001
2038,dnk,6.047801
2038,dom,12.7360386
2038,ecu,20.4531266
2038,egy,141.1171146
2038,esp,48.3146028
2038,est,1.2638212
2038,eth,172.274692
2038,fin,5.4835326
2038,fra,68.8469974
2038,gbr,70.1741154
2038,geo,3.2317588
2038,gha,44.4356084
2038,gin,18.7341326
2038,grc,10.0067492
2038,gtm,21.9871428
2038,hkg,7.5112396
2038,hnd,12.6368084
2038,hrv,3.6507754
2038,hun,9.09657680000001
2038,idn,302.2355618
2038,ind,1569.4391836
2038,irl,5.5171092
2038,irn,98.272576
2038,isr,11.138765
2038,ita,57.1815988000001
2038,jam,2.8519948
2038,jor,14.6084886
2038,jpn,114.0196934
2038,kaz,21.8084504
2038,ken,71.2736930000001
2038,kgz,8.0729134
2038,khm,19.3610298
2038,kor,49.6375316
2038,kwt,5.2766582
2038,lao,8.7936098
2038,lka,23.04879
2038,ltu,2.3819574
2038,lux,0.708933
2038,lva,1.599102
2038,mar,42.1015666
2038,mdg,40.7031488
2038,mex,142.5500266
2038,mlt,0.5197064
2038,mng,4.0605438
2038,moz,46.9839266
2038,mus,1.283542
2038,mwi,29.2904254
2038,mys,38.503811
2038,nam,3.2142934
2038,nga,313.4333924
2038,nic,8.08896359999999
2038,nld,17.836082
2038,nor,5.8114552
2038,npl,33.4958984
2038,nzl,5.5191756
2038,omn,5.8487094
2038,pak,313.7027756
2038,pan,5.1570016
2038,per,37.7883278
2038,phl,140.0623672
2038,pol,36.8931148
2038,pri,2.7056984
2038,prt,9.8949208
2038,pry,7.9763652
2038,qat,3.8374328
2038,rou,17.3453952
2038,rus,140.741172
2038,rwa,18.7911092
2038,sau,45.5938732
2038,sen,24.4029152
2038,sgp,6.502946
2038,slv,6.4833118
2038,svk,5.35916000000001
2038,svn,2.0796434
2038,swe,11.0912212
2038,tgo,12.0435952
2038,tha,71.3267484
2038,tto,1.522606
2038,tun,13.514544
2038,tur,93.395905
2038,twn,22.121809
2038,tza,97.4853316
2038,uga,71.156315
2038,ukr,36.6654016
2038,ury,3.3728052
2038,usa,361.5213344
2038,ven,32.745495
2038,vnm,105.6405928
2038,xac,211.0991186
2038,xca,0.4969016
2038,xcb,26.4111558
2038,xcf,50.4885906
2038,xea,26.9519194
2038,xec,131.3913628
2038,xee,2.7300728
2038,xef,0.401824
2038,xer,12.4432268
2038,xna,0.150488880308004
2038,xnf,62.9741822
2038,xoc,18.3713898
2038,xsa,62.1153626
2038,xsc,3.9265398
2038,xse,58.9765686
2038,xsm,1.9301268
2038,xsu,62.5149096
2038,xtw,0.00309922901112772
2038,xwf,112.225417
2038,xws,146.4369562
2038,zaf,66.1709816
2038,zmb,28.5532044
2038,zwe,20.5183956
2039,alb,2.5254774
2039,are,11.0055136
2039,arg,49.1029474
2039,arm,2.622484
2039,aus,29.1652528
2039,aut,9.1820226
2039,aze,11.069707
2039,bel,12.0464056
2039,ben,19.7506524
2039,bfa,33.4375722
2039,bgd,193.2387824
2039,bgr,6.0022238
2039,bhr,1.940979
2039,blr,8.9296422
2039,bol,14.7514264
2039,bra,227.2356172
2039,brn,0.5079758
2039,bwa,3.2444414
2039,can,40.7274916
2039,che,9.29556800000001
2039,chl,20.3613278
2039,chn,1380.3331342
2039,civ,38.9084942
2039,cmr,39.6162097999999
2039,col,56.419531
2039,cri,5.6191428
2039,cyp,1.363187
2039,cze,10.4466158
2039,deu,81.9986768000001
2039,dnk,6.057104
2039,dom,12.8083268
2039,ecu,20.5774448
2039,egy,143.0734178
2039,esp,48.3884854
2039,est,1.2584856
2039,eth,175.433524
2039,fin,5.4801848
2039,fra,69.0089432
2039,gbr,70.3661022
2039,geo,3.2039494
2039,gha,45.1451542
2039,gin,19.0413318
2039,grc,9.9847156
2039,gtm,22.2199384
2039,hkg,7.5044688
2039,hnd,12.7557662
2039,hrv,3.6268792
2039,hun,9.05614840000001
2039,idn,303.4343864
2039,ind,1576.5630778
2039,irl,5.5497016
2039,irn,98.734429
2039,isr,11.278199
2039,ita,57.0665824000001
2039,jam,2.8497214
2039,jor,14.8061308
2039,jpn,113.3426992
2039,kaz,21.9501712
2039,ken,72.3459170000001
2039,kgz,8.1587652
2039,khm,19.4888694
2039,kor,49.4320278
2039,kwt,5.3130236
2039,lao,8.8574064
2039,lka,23.089804
2039,ltu,2.3579992
2039,lux,0.712861
2039,lva,1.583817
2039,mar,42.3221158
2039,mdg,41.4095884
2039,mex,143.3248858
2039,mlt,0.519201199999999
2039,mng,4.1027324
2039,moz,47.9078738
2039,mus,1.280679
2039,mwi,29.8871912
2039,mys,38.754615
2039,nam,3.2529922
2039,nga,320.2907362
2039,nic,8.14665079999999
2039,nld,17.844757
2039,nor,5.8347386
2039,npl,33.6566112
2039,nzl,5.5424408
2039,omn,5.9058672
2039,pak,318.6551378
2039,pan,5.1977018
2039,per,37.9788224
2039,phl,141.4606786
2039,pol,36.7315904
2039,pri,2.6762152
2039,prt,9.8744134
2039,pry,8.0397306
2039,qat,3.8913504
2039,rou,17.2263206
2039,rus,140.465657
2039,rwa,19.1117686
2039,sau,46.0166726
2039,sen,24.8779866
2039,sgp,6.522603
2039,slv,6.4821854
2039,svk,5.344331
2039,svn,2.0766632
2039,swe,11.1331366
2039,tgo,12.2483346
2039,tha,71.1535922
2039,tto,1.520559
2039,tun,13.562273
2039,tur,93.771338
2039,twn,21.981323
2039,tza,99.6713318
2039,uga,72.774446
2039,ukr,36.5782518
2039,ury,3.3683036
2039,usa,362.9430492
2039,ven,32.935019
2039,vnm,105.9294784
2039,xac,216.4522578
2039,xca,0.501748799999999
2039,xcb,26.5020004
2039,xcf,51.6451858
2039,xea,26.8957422
2039,xec,133.8351244
2039,xee,2.7071684
2039,xef,0.403532
2039,xer,12.3901524
2039,xna,0.151471111159756
2039,xnf,63.5798596
2039,xoc,18.5849894
2039,xsa,63.4058758
2039,xsc,3.9477484
2039,xse,59.0624338
2039,xsm,1.9403244
2039,xsu,63.1904418
2039,xtw,0.00311945747149732
2039,xwf,115.006959
2039,xws,148.7053556
2039,zaf,66.4764078
2039,zmb,29.1113902
2039,zwe,20.7693488
2040,alb,2.502981
2040,are,11.07734
2040,arg,49.298657
2040,arm,2.611725
2040,aus,29.338964
2040,aut,9.18961
2040,aze,11.101501
2040,bel,12.073326
2040,ben,20.150897
2040,bfa,34.126978
2040,bgd,194.161517
2040,bgr,5.957062
2040,bhr,1.962217
2040,blr,8.899873
2040,bol,14.887058
2040,bra,227.643791
2040,brn,0.510817
2040,bwa,3.276831
2040,can,40.862898
2040,che,9.32610300000001
2040,chl,20.394901
2040,chn,1375.702412
2040,civ,39.543985
2040,cmr,40.3246869999999
2040,col,56.625133
2040,cri,5.639492
2040,cyp,1.368345
2040,cze,10.419177
2040,deu,81.8918360000001
2040,dnk,6.066407
2040,dom,12.880615
2040,ecu,20.701763
2040,egy,145.029721
2040,esp,48.462368
2040,est,1.25315
2040,eth,178.592356
2040,fin,5.476837
2040,fra,69.170889
2040,gbr,70.558089
2040,geo,3.17614
2040,gha,45.8547
2040,gin,19.348531
2040,grc,9.962682
2040,gtm,22.452734
2040,hkg,7.497698
2040,hnd,12.874724
2040,hrv,3.602983
2040,hun,9.01572000000001
2040,idn,304.633211
2040,ind,1583.686972
2040,irl,5.582294
2040,irn,99.196282
2040,isr,11.417633
2040,ita,56.9515660000001
2040,jam,2.847448
2040,jor,15.003773
2040,jpn,112.665705
2040,kaz,22.091892
2040,ken,73.4181410000001
2040,kgz,8.244617
2040,khm,19.616709
2040,kor,49.226524
2040,kwt,5.349389
2040,lao,8.921203
2040,lka,23.130818
2040,ltu,2.334041
2040,lux,0.716789
2040,lva,1.568532
2040,mar,42.542665
2040,mdg,42.116028
2040,mex,144.099745
2040,mlt,0.518695999999999
2040,mng,4.144921
2040,moz,48.831821
2040,mus,1.277816
2040,mwi,30.483957
2040,mys,39.005419
2040,nam,3.291691
2040,nga,327.14808
2040,nic,8.20433799999999
2040,nld,17.853432
2040,nor,5.858022
2040,npl,33.817324
2040,nzl,5.565706
2040,omn,5.963025
2040,pak,323.6075
2040,pan,5.238402
2040,per,38.169317
2040,phl,142.85899
2040,pol,36.570066
2040,pri,2.646732
2040,prt,9.853906
2040,pry,8.103096
2040,qat,3.945268
2040,rou,17.107246
2040,rus,140.190142
2040,rwa,19.432428
2040,sau,46.439472
2040,sen,25.353058
2040,sgp,6.54226
2040,slv,6.481059
2040,svk,5.329502
2040,svn,2.073683
2040,swe,11.175052
2040,tgo,12.453074
2040,tha,70.980436
2040,tto,1.518512
2040,tun,13.610002
2040,tur,94.146771
2040,twn,21.840837
2040,tza,101.857332
2040,uga,74.392577
2040,ukr,36.491102
2040,ury,3.363802
2040,usa,364.364764
2040,ven,33.124543
2040,vnm,106.218364
2040,xac,221.805397
2040,xca,0.506595999999999
2040,xcb,26.592845
2040,xcf,52.801781
2040,xea,26.839565
2040,xec,136.278886
2040,xee,2.684264
2040,xef,0.40524
2040,xer,12.337078
2040,xna,0.152453342011508
2040,xnf,64.185537
2040,xoc,18.798589
2040,xsa,64.696389
2040,xsc,3.968957
2040,xse,59.148299
2040,xsm,1.950522
2040,xsu,63.865974
2040,xtw,0.00313968593186692
2040,xwf,117.788501
2040,xws,150.973755
2040,zaf,66.781834
2040,zmb,29.669576
2040,zwe,21.020302
2041,alb,2.4794762
2041,are,11.142101
2041,arg,49.4629318
2041,arm,2.6015974
2041,aus,29.5104862
2041,aut,9.1976928
2041,aze,11.115605
2041,bel,12.1005166
2041,ben,20.550903
2041,bfa,34.8208788
2041,bgd,194.7989852
2041,bgr,5.915238
2041,bhr,1.9819738
2041,blr,8.8743366
2041,bol,15.0054088
2041,bra,227.7914802
2041,brn,0.5132196
2041,bwa,3.304507
2041,can,40.9913196
2041,che,9.35899600000001
2041,chl,20.407475
2041,chn,1369.6268162
2041,civ,40.146105
2041,cmr,41.0188955999999
2041,col,56.7548026
2041,cri,5.6539294
2041,cyp,1.3736314
2041,cze,10.3990624
2041,deu,81.7987058000001
2041,dnk,6.0756252
2041,dom,12.9337206
2041,ecu,20.8026918
2041,egy,146.9145306
2041,esp,48.550694
2041,est,1.2489138
2041,eth,181.6581924
2041,fin,5.4746872
2041,fra,69.3143374
2041,gbr,70.7731774
2041,geo,3.1500304
2041,gha,46.5566244
2041,gin,19.6429582
2041,grc,9.9434282
2041,gtm,22.6526042
2041,hkg,7.4897038
2041,hnd,12.9741854
2041,hrv,3.5806574
2041,hun,8.97670960000001
2041,idn,305.4261828
2041,ind,1588.4885068
2041,irl,5.6163274
2041,irn,99.5824892
2041,isr,11.5617842
2041,ita,56.8443296000001
2041,jam,2.8419558
2041,jor,15.1840294
2041,jpn,111.9851592
2041,kaz,22.2251188
2041,ken,74.4194126000001
2041,kgz,8.3261178
2041,khm,19.708519
2041,kor,48.9655704
2041,kwt,5.3798326
2041,lao,8.9697896
2041,lka,23.1478068
2041,ltu,2.312745
2041,lux,0.7207658
2041,lva,1.5557556
2041,mar,42.7063768
2041,mdg,42.8086174
2041,mex,144.7111422
2041,mlt,0.518135399999999
2041,mng,4.1871994
2041,moz,49.7389852
2041,mus,1.2734658
2041,mwi,31.0725134
2041,mys,39.2227438
2041,nam,3.3276824
2041,nga,334.3779972
2041,nic,8.24874819999999
2041,nld,17.8547984
2041,nor,5.8814736
2041,npl,33.9409802
2041,nzl,5.5873944
2041,omn,6.0183566
2041,pak,328.3775804
2041,pan,5.2730434
2041,per,38.313234
2041,phl,144.0964734
2041,pol,36.415609
2041,pri,2.6189094
2041,prt,9.8336648
2041,pry,8.1546846
2041,qat,3.998192
2041,rou,16.9894168
2041,rus,140.018521
2041,rwa,19.7416914
2041,sau,46.7916282
2041,sen,25.8291518
2041,sgp,6.5543074
2041,slv,6.4733048
2041,svk,5.3142486
2041,svn,2.0707382
2041,swe,11.2240672
2041,tgo,12.6506952
2041,tha,70.717661
2041,tto,1.5153526
2041,tun,13.648264
2041,tur,94.4286774
2041,twn,21.6745568
2041,tza,104.0910362
2041,uga,76.0300448
2041,ukr,36.348042
2041,ury,3.3571272
2041,usa,365.6707826
2041,ven,33.2714808
2041,vnm,106.400255
2041,xac,227.3333744
2041,xca,0.510916599999999
2041,xcb,26.6563806
2041,xcf,53.968592
2041,xea,26.7618094
2041,xec,138.6878482
2041,xee,2.6644426
2041,xef,0.406771
2041,xer,12.2843626
2041,xna,0.153325397847571
2041,xnf,64.7650098
2041,xoc,18.9919018
2041,xsa,65.9666662
2041,xsc,3.9846942
2041,xse,59.16
2041,xsm,1.9583952
2041,xsu,64.512357
2041,xtw,0.00315764540329708
2041,xwf,120.6587504
2041,xws,153.0980274
2041,zaf,66.9978252
2041,zmb,30.212089
2041,zwe,21.2476102
2042,alb,2.4559714
2042,are,11.206862
2042,arg,49.6272066
2042,arm,2.5914698
2042,aus,29.6820084
2042,aut,9.2057756
2042,aze,11.129709
2042,bel,12.1277072
2042,ben,20.950909
2042,bfa,35.5147796
2042,bgd,195.4364534
2042,bgr,5.873414
2042,bhr,2.0017306
2042,blr,8.8488002
2042,bol,15.1237596
2042,bra,227.9391694
2042,brn,0.5156222
2042,bwa,3.332183
2042,can,41.1197412
2042,che,9.39188900000001
2042,chl,20.420049
2042,chn,1363.5512204
2042,civ,40.748225
2042,cmr,41.7131042
2042,col,56.8844722
2042,cri,5.6683668
2042,cyp,1.3789178
2042,cze,10.3789478
2042,deu,81.7055756
2042,dnk,6.0848434
2042,dom,12.9868262
2042,ecu,20.9036206
2042,egy,148.7993402
2042,esp,48.63902
2042,est,1.2446776
2042,eth,184.7240288
2042,fin,5.4725374
2042,fra,69.4577858
2042,gbr,70.9882658
2042,geo,3.1239208
2042,gha,47.2585488
2042,gin,19.9373854
2042,grc,9.9241744
2042,gtm,22.8524744
2042,hkg,7.4817096
2042,hnd,13.0736468
2042,hrv,3.5583318
2042,hun,8.93769920000001
2042,idn,306.2191546
2042,ind,1593.2900416
2042,irl,5.6503608
2042,irn,99.9686964
2042,isr,11.7059354
2042,ita,56.7370932000001
2042,jam,2.8364636
2042,jor,15.3642858
2042,jpn,111.3046134
2042,kaz,22.3583456
2042,ken,75.4206842000001
2042,kgz,8.4076186
2042,khm,19.800329
2042,kor,48.7046168
2042,kwt,5.4102762
2042,lao,9.0183762
2042,lka,23.1647956
2042,ltu,2.291449
2042,lux,0.7247426
2042,lva,1.5429792
2042,mar,42.8700886
2042,mdg,43.5012068
2042,mex,145.3225394
2042,mlt,0.517574799999999
2042,mng,4.2294778
2042,moz,50.6461494
2042,mus,1.2691156
2042,mwi,31.6610698
2042,mys,39.4400686
2042,nam,3.3636738
2042,nga,341.6079144
2042,nic,8.29315839999999
2042,nld,17.8561648
2042,nor,5.9049252
2042,npl,34.0646364
2042,nzl,5.6090828
2042,omn,6.0736882
2042,pak,333.1476608
2042,pan,5.3076848
2042,per,38.457151
2042,phl,145.3339568
2042,pol,36.261152
2042,pri,2.5910868
2042,prt,9.8134236
2042,pry,8.2062732
2042,qat,4.051116
2042,rou,16.8715876
2042,rus,139.8469
2042,rwa,20.0509548
2042,sau,47.1437844
2042,sen,26.3052456
2042,sgp,6.5663548
2042,slv,6.4655506
2042,svk,5.2989952
2042,svn,2.0677934
2042,swe,11.2730824
2042,tgo,12.8483164
2042,tha,70.454886
2042,tto,1.5121932
2042,tun,13.686526
2042,tur,94.7105838
2042,twn,21.5082766
2042,tza,106.3247404
2042,uga,77.6675126
2042,ukr,36.204982
2042,ury,3.3504524
2042,usa,366.9768012
2042,ven,33.4184186
2042,vnm,106.582146
2042,xac,232.8613518
2042,xca,0.515237199999999
2042,xcb,26.7199162
2042,xcf,55.135403
2042,xea,26.6840538
2042,xec,141.0968104
2042,xee,2.6446212
2042,xef,0.408302
2042,xer,12.2316472
2042,xna,0.154197453683634
2042,xnf,65.3444826
2042,xoc,19.1852146
2042,xsa,67.2369434
2042,xsc,4.0004314
2042,xse,59.171701
2042,xsm,1.9662684
2042,xsu,65.15874
2042,xtw,0.00317560487472725
2042,xwf,123.5289998
2042,xws,155.2222998
2042,zaf,67.2138164
2042,zmb,30.754602
2042,zwe,21.4749184
2043,alb,2.4324666
2043,are,11.271623
2043,arg,49.7914814
2043,arm,2.5813422
2043,aus,29.8535306
2043,aut,9.2138584
2043,aze,11.143813
2043,bel,12.1548978
2043,ben,21.350915
2043,bfa,36.2086804
2043,bgd,196.0739216
2043,bgr,5.83159
2043,bhr,2.0214874
2043,blr,8.82326380000001
2043,bol,15.2421104
2043,bra,228.0868586
2043,brn,0.5180248
2043,bwa,3.359859
2043,can,41.2481628
2043,che,9.424782
2043,chl,20.432623
2043,chn,1357.4756246
2043,civ,41.350345
2043,cmr,42.4073128
2043,col,57.0141418
2043,cri,5.6828042
2043,cyp,1.3842042
2043,cze,10.3588332
2043,deu,81.6124454
2043,dnk,6.0940616
2043,dom,13.0399318
2043,ecu,21.0045494
2043,egy,150.6841498
2043,esp,48.727346
2043,est,1.2404414
2043,eth,187.7898652
2043,fin,5.4703876
2043,fra,69.6012342
2043,gbr,71.2033542
2043,geo,3.0978112
2043,gha,47.9604732
2043,gin,20.2318126
2043,grc,9.9049206
2043,gtm,23.0523446
2043,hkg,7.4737154
2043,hnd,13.1731082
2043,hrv,3.5360062
2043,hun,8.89868880000001
2043,idn,307.0121264
2043,ind,1598.0915764
2043,irl,5.6843942
2043,irn,100.3549036
2043,isr,11.8500866
2043,ita,56.6298568000001
2043,jam,2.8309714
2043,jor,15.5445422
2043,jpn,110.6240676
2043,kaz,22.4915724
2043,ken,76.4219558
2043,kgz,8.4891194
2043,khm,19.892139
2043,kor,48.4436632
2043,kwt,5.4407198
2043,lao,9.0669628
2043,lka,23.1817844
2043,ltu,2.270153
2043,lux,0.728719399999999
